Date Local,State,County,NO2 AQI,O3 AQI,SO2 AQI,CO AQI
2014-02-12,California,San Diego,40.0,39.0,0.0,9.0
2014-02-12,California,Santa Barbara,4.333333333333333,36.0,3.333333333333333,3.0
2014-02-12,California,Santa Clara,28.0,19.0,0.0,5.0
2014-02-12,California,Solano,25.0,21.0,1.0,3.0
2014-02-13,California,Alameda,25.0,12.0,0.0,8.0
2014-02-13,California,Contra Costa,17.666666666666668,17.333333333333332,0.6666666666666666,6.333333333333333
2014-02-13,California,Fresno,40.0,30.0,0.0,9.0
2014-02-13,California,Humboldt,8.5,15.0,0.0,5.5
2014-02-13,California,Imperial,57.0,9.0,7.0,28.0
2014-02-13,California,Los Angeles,55.4,24.8,2.6,15.8
2014-02-13,California,Orange,43.0,26.0,1.0,10.0
2014-02-13,California,Riverside,48.0,38.0,1.0,13.0
2014-02-13,California,Sacramento,17.0,20.0,0.0,5.0
2014-02-13,California,San Bernardino,43.5,30.5,2.0,6.5
2014-02-13,California,San Diego,40.0,44.0,0.0,9.0
2014-02-13,California,Santa Barbara,3.333333333333333,36.333333333333336,2.6666666666666665,3.0
2014-02-13,California,Santa Clara,25.0,16.0,0.0,7.0
2014-02-13,California,Solano,24.0,18.0,1.0,3.0
2014-02-14,California,Alameda,22.0,15.0,0.0,8.0
2014-02-14,California,Contra Costa,15.0,17.666666666666668,0.6666666666666666,5.333333333333333
2014-02-14,California,Fresno,49.0,36.0,0.0,11.0
2014-02-14,California,Humboldt,5.0,20.0,0.0,5.0
2014-02-14,California,Imperial,58.0,46.0,4.0,26.0
2014-02-14,California,Los Angeles,59.6,25.4,2.4,15.6
2014-02-14,California,Orange,35.0,34.0,1.0,10.0
2014-02-14,California,Riverside,55.0,44.0,1.0,15.0
2014-02-14,California,Sacramento,11.0,19.0,0.0,5.0
2014-02-14,California,San Bernardino,50.5,33.5,2.0,6.5
2014-02-14,California,San Diego,42.0,39.0,0.0,9.0
2014-02-14,California,Santa Barbara,3.0,30.666666666666668,2.0,2.333333333333333
2014-02-14,California,Santa Clara,21.0,15.0,0.0,5.0
2014-02-14,California,Solano,13.0,19.0,1.0,3.0
2014-02-15,California,Alameda,20.0,22.0,0.0,9.0
2014-02-15,California,Contra Costa,12.666666666666666,20.33333333333333,0.3333333333333333,5.0
2014-02-15,California,Fresno,29.0,19.0,0.0,10.0
2014-02-15,California,Humboldt,1.0,30.0,0.0,4.0
2014-02-15,California,Imperial,62.0,77.0,13.0,18.0
2014-02-15,California,Los Angeles,60.75,20.5,3.5,17.5
2014-02-15,California,Orange,28.0,31.0,1.0,8.0
2014-02-15,California,Riverside,44.0,48.0,1.0,15.5
2014-02-15,California,Sacramento,6.0,19.0,1.0,2.0
2014-02-15,California,San Bernardino,49.5,40.5,0.5,8.0
2014-02-15,California,San Diego,38.0,40.0,0.0,9.0
2014-02-15,California,Santa Barbara,4.0,26.33333333333333,3.333333333333333,3.0
2014-02-15,California,Santa Clara,21.0,19.0,0.0,8.0
2014-02-15,California,Solano,16.0,21.0,1.0,6.0
2014-02-16,California,Alameda,23.0,32.0,1.0,8.0
2014-02-16,California,Contra Costa,13.666666666666666,34.666666666666664,0.0,5.0
2014-02-16,California,Fresno,18.0,32.0,0.0,6.0
2014-02-16,California,Humboldt,4.0,31.0,0.0,5.0
2014-02-16,California,Imperial,36.0,26.0,7.0,20.0
2014-02-16,California,Los Angeles,37.25,25.0,1.5,12.0
2014-02-16,California,Orange,23.0,31.0,0.0,3.0
2014-02-16,California,Riverside,34.0,48.0,1.0,13.0
2014-02-16,California,Sacramento,16.0,36.0,0.0,3.0
2014-02-16,California,San Bernardino,41.0,42.5,0.5,7.0
2014-02-16,California,San Diego,30.0,36.0,0.0,10.0
2014-02-16,California,Santa Barbara,3.0,33.0,2.333333333333333,2.6666666666666665
2014-02-16,California,Santa Clara,24.0,34.0,0.0,3.0
2014-02-16,California,Solano,23.0,32.0,1.0,5.0
2014-02-17,California,Alameda,25.0,30.0,0.0,13.0
2014-02-17,California,Contra Costa,17.0,29.33333333333333,0.6666666666666666,5.333333333333333
2014-02-17,California,Fresno,20.0,31.0,0.0,3.0
2014-02-17,California,Humboldt,2.5,27.5,0.5,5.5
2014-02-17,California,Imperial,36.0,45.0,9.0,11.0
2014-02-17,California,Los Angeles,40.75,28.0,1.25,10.5
2014-02-17,California,Orange,23.0,38.0,0.0,7.0
2014-02-17,California,Riverside,34.0,35.0,1.0,10.0
2014-02-17,California,Sacramento,25.0,29.0,0.0,7.0
2014-02-17,California,San Bernardino,39.0,34.5,0.5,5.0
2014-02-17,California,San Diego,25.0,31.0,0.0,7.0
2014-02-17,California,Santa Barbara,3.333333333333333,36.66666666666666,3.0,3.0
2014-02-17,California,Santa Clara,25.0,30.0,1.0,8.0
2014-02-17,California,Solano,28.0,30.0,3.0,8.0
2014-02-18,California,Alameda,33.0,19.0,1.0,15.0
2014-02-18,California,Contra Costa,14.666666666666666,27.0,2.0,5.333333333333333
2014-02-18,California,Fresno,29.0,14.0,0.0,6.0
2014-02-18,California,Humboldt,2.0,29.5,0.5,5.5
2014-02-18,California,Imperial,51.0,44.0,3.0,15.0
2014-02-18,California,Los Angeles,26.55555555555556,29.77777777777778,0.8888888888888888,5.5
2014-02-18,California,Orange,25.0,30.0,1.0,2.0
2014-02-18,California,Riverside,27.0,31.0,0.0,6.0
2014-02-18,California,Sacramento,15.0,25.0,0.0,10.0
2014-02-18,California,San Bernardino,38.0,32.5,1.5,7.5
2014-02-18,California,San Diego,7.0,20.0,0.0,3.0
2014-02-18,California,Santa Barbara,5.333333333333333,36.66666666666666,2.333333333333333,3.6666666666666665
2014-02-18,California,Santa Clara,25.0,25.0,0.0,10.0
2014-02-18,California,Solano,26.0,29.0,3.0,11.0
2014-02-19,California,Alameda,27.0,29.0,11.0,8.0
2014-02-19,California,Contra Costa,12.333333333333334,33.0,2.333333333333333,4.0
2014-02-19,California,Fresno,23.0,31.0,0.0,7.0
2014-02-19,California,Humboldt,7.0,32.0,0.5,5.5
2014-02-19,California,Imperial,56.0,37.0,9.0,20.0
2014-02-19,California,Los Angeles,37.8,34.2,0.6,5.6
2014-02-19,California,Orange,30.0,45.0,1.0,3.0
2014-02-19,California,Riverside,33.0,37.0,0.0,9.0
2014-02-19,California,Sacramento,18.0,32.0,0.0,2.0
2014-02-19,California,San Bernardino,37.5,37.0,1.0,9.0
2014-02-19,California,San Diego,18.0,33.0,0.0,3.0
2014-02-19,California,Santa Barbara,3.333333333333333,40.333333333333336,2.333333333333333,2.6666666666666665
2014-02-19,California,Santa Clara,26.0,27.0,0.0,3.0
2014-02-19,California,Solano,19.0,32.0,1.0,3.0
2014-02-20,California,Alameda,28.0,27.0,3.0,11.0
2014-02-20,California,Contra Costa,23.0,28.666666666666668,0.6666666666666666,5.0
2014-02-20,California,Fresno,25.0,24.0,0.0,5.0
2014-02-20,California,Humboldt,5.0,29.5,0.5,5.5
2014-02-20,California,Imperial,37.0,40.0,1.0,9.0
2014-02-20,California,Los Angeles,54.8,30.4,1.0,11.0
2014-02-20,California,Orange,54.0,48.0,1.0,7.0
2014-02-20,California,Riverside,42.0,39.0,1.0,7.5
2014-02-20,California,Sacramento,27.0,31.0,0.0,7.0
2014-02-20,California,San Bernardino,39.0,36.0,0.5,7.0
2014-02-20,California,San Diego,41.0,44.0,0.0,7.0
2014-02-20,California,Santa Barbara,7.333333333333333,43.0,2.0,2.6666666666666665
2014-02-20,California,Santa Clara,30.0,21.0,1.0,9.0
2014-02-20,California,Solano,35.0,25.0,3.0,10.0
2014-02-21,California,Alameda,34.0,23.0,3.0,13.0
2014-02-21,California,Contra Costa,21.0,29.0,1.6666666666666667,5.666666666666667
2014-02-21,California,Fresno,42.0,30.0,0.0,8.0
2014-02-21,California,Humboldt,5.0,19.5,0.0,5.5
2014-02-21,California,Imperial,42.0,36.0,3.0,11.0
2014-02-21,California,Los Angeles,55.4,39.8,1.4,12.0
2014-02-21,California,Orange,37.0,51.0,1.0,7.0
2014-02-21,California,Riverside,44.0,51.0,1.0,9.0
2014-02-21,California,Sacramento,27.0,31.0,0.0,10.0
2014-02-21,California,San Bernardino,44.5,41.5,2.0,6.5
2014-02-21,California,San Diego,38.0,49.0,0.0,8.0
2014-02-21,California,Santa Barbara,8.333333333333334,45.66666666666666,2.6666666666666665,3.6666666666666665
2014-02-21,California,Santa Clara,34.0,25.0,1.0,11.0
2014-02-21,California,Solano,22.0,27.0,10.0,14.0
2014-02-22,California,Alameda,25.0,22.0,1.0,10.0
2014-02-22,California,Contra Costa,17.333333333333332,29.0,2.333333333333333,5.666666666666667
2014-02-22,California,Fresno,36.0,36.0,0.0,13.0
2014-02-22,California,Humboldt,5.0,15.0,0.5,5.0
2014-02-22,California,Imperial,44.0,19.0,4.0,11.0
2014-02-22,California,Los Angeles,46.2,41.8,1.2,10.0
2014-02-22,California,Orange,42.0,61.0,3.0,7.0
2014-02-22,California,Riverside,40.0,58.0,1.0,12.0
2014-02-22,California,Sacramento,27.0,31.0,0.0,11.0
2014-02-22,California,San Bernardino,44.0,45.0,1.0,7.0
2014-02-22,California,San Diego,34.0,39.0,0.0,7.0
2014-02-22,California,Santa Barbara,6.666666666666667,54.0,2.6666666666666665,4.333333333333333
2014-02-22,California,Santa Clara,23.0,26.0,0.0,7.0
2014-02-22,California,Solano,19.0,28.0,4.0,9.0
2014-02-23,California,Alameda,20.0,26.0,1.0,5.0
2014-02-23,California,Contra Costa,16.666666666666668,28.666666666666668,1.3333333333333333,5.333333333333333
2014-02-23,California,Fresno,40.0,44.0,0.0,14.0
2014-02-23,California,Humboldt,6.0,25.5,0.5,5.0
2014-02-23,California,Los Angeles,38.4,59.8,1.4,12.0
2014-02-23,California,Orange,15.0,77.0,1.0,3.0
2014-02-23,California,Riverside,37.0,108.0,1.0,12.5
2014-02-23,California,Sacramento,25.0,35.0,0.0,8.0
2014-02-23,California,San Bernardino,40.5,77.0,0.5,6.5
2014-02-23,California,San Diego,32.0,49.0,0.0,8.0
2014-02-23,California,Santa Barbara,1.6666666666666667,41.333333333333336,2.333333333333333,4.333333333333333
2014-02-23,California,Santa Clara,25.0,28.0,0.0,5.0
2014-02-23,California,Solano,22.0,24.0,4.0,5.0
2014-02-24,California,Alameda,30.0,22.0,3.0,13.0
2014-02-24,California,Contra Costa,23.33333333333333,34.666666666666664,1.3333333333333333,6.333333333333333
2014-02-24,California,Fresno,48.0,45.0,0.0,10.0
2014-02-24,California,Humboldt,8.0,24.5,0.5,6.0
2014-02-24,California,Imperial,30.0,38.0,4.0,15.0
2014-02-24,California,Los Angeles,33.8,47.8,1.4,8.6
2014-02-24,California,Orange,35.0,49.0,1.0,6.0
2014-02-24,California,Riverside,43.0,77.0,1.0,10.0
2014-02-24,California,Sacramento,31.0,37.0,0.0,9.0
2014-02-24,California,San Bernardino,46.0,55.5,1.0,7.0
2014-02-24,California,San Diego,29.0,44.0,0.0,8.0
2014-02-24,California,Santa Barbara,3.0,57.66666666666666,3.0,3.6666666666666665
2014-02-24,California,Santa Clara,30.0,31.0,1.0,7.0
2014-02-24,California,Solano,34.0,37.0,3.0,10.0
2014-02-25,California,Alameda,28.0,38.0,1.0,5.0
2014-02-25,California,Contra Costa,12.333333333333334,38.333333333333336,1.6666666666666667,5.666666666666667
2014-02-25,California,Fresno,51.0,51.0,0.0,9.0
2014-02-25,California,Humboldt,6.5,27.5,0.5,6.0
2014-02-25,California,Los Angeles,26.4,33.8,0.8,6.2
2014-02-25,California,Orange,22.0,42.0,1.0,2.0
2014-02-25,California,Riverside,20.0,46.0,0.0,6.0
2014-02-25,California,Sacramento,19.0,41.0,0.0,9.0
2014-02-25,California,San Bernardino,38.5,43.5,0.5,5.5
2014-02-25,California,Santa Barbara,4.0,45.66666666666666,2.0,4.333333333333333
2014-02-25,California,Santa Clara,16.0,31.0,0.0,5.0
2014-02-25,California,Solano,9.0,43.0,3.0,5.0
2014-02-26,California,Alameda,27.0,31.0,0.0,5.0
2014-02-26,California,Contra Costa,15.666666666666666,32.333333333333336,0.6666666666666666,5.333333333333333
2014-02-26,California,Fresno,19.0,26.0,0.0,8.0
2014-02-26,California,Humboldt,4.0,31.5,0.5,6.0
2014-02-26,California,Imperial,7.0,33.0,1.0,7.0
2014-02-26,California,Los Angeles,20.6,30.2,0.2,4.0
2014-02-26,California,Orange,8.0,38.0,1.0,1.0
2014-02-26,California,Riverside,17.0,35.0,0.0,4.5
2014-02-26,California,Sacramento,15.0,31.0,0.0,2.0
2014-02-26,California,San Bernardino,18.5,28.5,0.5,3.0
2014-02-26,California,Santa Barbara,6.666666666666667,40.333333333333336,2.0,2.6666666666666665
2014-02-26,California,Santa Clara,9.0,31.0,0.0,2.0
2014-02-26,California,Solano,31.0,36.0,1.0,6.0
2014-02-27,California,Alameda,23.0,38.0,0.0,3.0
2014-02-27,California,Contra Costa,13.0,35.333333333333336,1.0,4.666666666666667
2014-02-27,California,Fresno,25.0,35.0,0.0,3.0
2014-02-27,California,Humboldt,9.0,31.0,0.5,6.5
2014-02-27,California,Imperial,24.0,29.0,4.0,6.0
2014-02-27,California,Los Angeles,21.8,22.6,0.2,3.4
2014-02-27,California,Orange,9.0,26.0,1.0,1.0
2014-02-27,California,Riverside,12.0,38.0,0.0,4.0
2014-02-27,California,Sacramento,12.0,35.0,0.0,2.0
2014-02-27,California,San Bernardino,19.0,35.0,0.5,3.0
2014-02-27,California,Santa Barbara,16.0,36.66666666666666,2.0,3.333333333333333
2014-02-27,California,Santa Clara,18.0,33.0,0.0,3.0
2014-02-27,California,Solano,13.0,37.0,1.0,3.0
2014-02-28,California,Alameda,21.0,38.0,0.0,3.0
2014-02-28,California,Contra Costa,10.333333333333334,35.666666666666664,0.3333333333333333,4.666666666666667
2014-02-28,California,Fresno,10.0,33.0,0.0,3.0
2014-02-28,California,Humboldt,4.0,31.0,0.5,6.5
2014-02-28,California,Imperial,24.0,31.0,1.0,5.0
2014-02-28,California,Los Angeles,17.6,31.4,0.6,3.4
2014-02-28,California,Orange,7.0,39.0,1.0,1.0
2014-02-28,California,Riverside,19.0,33.0,0.0,4.0
2014-02-28,California,Sacramento,6.0,35.0,1.0,3.0
2014-02-28,California,San Bernardino,13.0,36.5,1.5,2.0
2014-02-28,California,Santa Barbara,12.666666666666666,39.0,2.0,2.6666666666666665
2014-02-28,California,Santa Clara,15.0,30.0,0.0,2.0
2014-02-28,California,Solano,12.0,37.0,1.0,3.0
2014-03-01,California,Alameda,29.0,34.0,0.0,6.0
2014-03-01,California,Contra Costa,13.0,34.333333333333336,1.3333333333333333,5.0
2014-03-01,California,Fresno,25.0,33.0,0.0,3.0
2014-03-01,California,Humboldt,4.5,27.5,0.5,6.0
2014-03-01,California,Imperial,5.0,37.0,0.0,2.0
2014-03-01,California,Los Angeles,25.4,29.8,0.4,4.4
2014-03-01,California,Orange,11.0,39.0,1.0,1.0
2014-03-01,California,Riverside,17.0,35.0,0.0,4.5
2014-03-01,California,Sacramento,12.0,41.0,1.0,2.0
2014-03-01,California,San Bernardino,17.5,37.0,0.5,4.5
2014-03-01,California,Santa Barbara,1.6666666666666667,38.333333333333336,2.0,2.6666666666666665
2014-03-01,California,Santa Clara,7.0,33.0,0.0,2.0
2014-03-01,California,Solano,26.0,35.0,1.0,3.0
2014-03-02,California,Alameda,30.0,32.0,0.0,8.0
2014-03-02,California,Contra Costa,11.0,31.666666666666668,1.0,5.0
2014-03-02,California,Fresno,24.0,30.0,0.0,6.0
2014-03-02,California,Humboldt,1.5,30.0,0.5,4.0
2014-03-02,California,Imperial,18.0,38.0,1.0,3.0
2014-03-02,California,Los Angeles,23.8,31.6,0.2,5.2
2014-03-02,California,Orange,20.0,35.0,1.0,1.0
2014-03-02,California,Riverside,16.0,34.0,0.0,5.0
2014-03-02,California,Sacramento,8.0,22.0,0.0,3.0
2014-03-02,California,San Bernardino,20.5,34.5,0.5,3.0
2014-03-02,California,Santa Barbara,2.0,33.666666666666664,2.0,2.6666666666666665
2014-03-02,California,Santa Clara,8.0,31.0,0.0,2.0
2014-03-02,California,Solano,17.0,32.0,1.0,5.0
2014-03-03,California,Alameda,29.0,27.0,0.0,7.0
2014-03-03,California,Contra Costa,18.33333333333333,20.33333333333333,1.3333333333333333,5.666666666666667
2014-03-03,California,Fresno,19.0,26.0,0.0,7.0
2014-03-03,California,Humboldt,5.5,30.0,0.5,4.0
2014-03-03,California,Imperial,37.0,43.0,0.0,7.0
2014-03-03,California,Los Angeles,28.2,28.4,0.8,8.4
2014-03-03,California,Orange,24.0,35.0,1.0,7.0
2014-03-03,California,Riverside,20.0,32.0,0.0,6.0
2014-03-03,California,Sacramento,8.0,29.0,0.0,2.0
2014-03-03,California,San Bernardino,28.5,34.0,0.5,4.5
2014-03-03,California,Santa Barbara,3.6666666666666665,32.0,2.333333333333333,2.6666666666666665
2014-03-03,California,Santa Clara,19.0,26.0,0.0,3.0
2014-03-03,California,Solano,29.0,23.0,4.0,7.0
2014-03-04,California,Alameda,28.0,23.0,0.0,5.0
2014-03-04,California,Contra Costa,17.0,27.0,0.0,5.333333333333333
2014-03-04,California,Fresno,19.0,33.0,0.0,3.0
2014-03-04,California,Humboldt,5.5,25.5,0.5,4.0
2014-03-04,California,Imperial,39.0,46.0,0.0,7.0
2014-03-04,California,Los Angeles,28.4,23.8,1.8,7.4
2014-03-04,California,Orange,24.0,37.0,1.0,3.0
2014-03-04,California,Riverside,25.0,35.0,0.0,8.0
2014-03-04,California,Sacramento,18.0,34.0,0.0,3.0
2014-03-04,California,San Bernardino,31.0,37.0,0.5,6.0
2014-03-04,California,Santa Barbara,4.0,29.666666666666668,2.0,2.6666666666666665
2014-03-04,California,Santa Clara,27.0,23.0,0.0,5.0
2014-03-04,California,Solano,15.0,30.0,0.0,6.0
2014-03-05,California,Alameda,26.0,20.0,9.0,8.0
2014-03-05,California,Contra Costa,14.666666666666666,26.0,1.6666666666666667,6.666666666666667
2014-03-05,California,Fresno,29.0,30.0,0.0,5.0
2014-03-05,California,Humboldt,0.5,31.5,0.5,4.0
2014-03-05,California,Imperial,41.0,42.0,1.0,6.0
2014-03-05,California,Los Angeles,29.4,24.2,1.2,8.0
2014-03-05,California,Orange,26.0,44.0,1.0,6.0
2014-03-05,California,Riverside,23.0,44.0,0.0,11.0
2014-03-05,California,Sacramento,11.0,33.0,0.0,6.0
2014-03-05,California,San Bernardino,39.5,40.5,0.5,6.0
2014-03-05,California,Santa Barbara,2.6666666666666665,30.0,2.0,2.6666666666666665
2014-03-05,California,Santa Clara,17.0,22.0,0.0,6.0
2014-03-05,California,Solano,22.0,25.0,1.0,6.0
2014-03-06,California,Alameda,27.0,31.0,0.0,6.0
2014-03-06,California,Contra Costa,15.0,31.33333333333333,2.6666666666666665,5.0
2014-03-06,California,Fresno,17.0,33.0,0.0,5.0
2014-03-06,California,Humboldt,2.5,32.0,0.5,4.5
2014-03-06,California,Imperial,28.0,44.0,1.0,11.0
2014-03-06,California,Los Angeles,27.75,31.0,0.75,6.0
2014-03-06,California,Orange,11.0,35.0,1.0,1.0
2014-03-06,California,Riverside,32.0,46.0,0.0,8.5
2014-03-06,California,Sacramento,13.0,39.0,0.0,2.0
2014-03-06,California,San Bernardino,40.0,42.5,0.5,6.0
2014-03-06,California,Santa Barbara,5.0,32.333333333333336,2.333333333333333,2.6666666666666665
2014-03-06,California,Santa Clara,20.0,33.0,0.0,3.0
2014-03-06,California,Solano,26.0,34.0,0.0,5.0
2014-03-07,California,Alameda,25.0,26.0,1.0,6.0
2014-03-07,California,Contra Costa,13.333333333333334,32.333333333333336,3.333333333333333,4.666666666666667
2014-03-07,California,Fresno,24.0,29.0,0.0,5.0
2014-03-07,California,Humboldt,5.0,23.0,0.5,4.5
2014-03-07,California,Los Angeles,38.8,30.6,1.0,8.6
2014-03-07,California,Orange,26.0,40.0,1.0,2.0
2014-03-07,California,Riverside,12.0,41.0,0.0,4.5
2014-03-07,California,Sacramento,26.0,34.0,0.0,5.0
2014-03-07,California,San Bernardino,28.0,41.0,0.5,3.0
2014-03-07,California,Santa Barbara,3.6666666666666665,36.333333333333336,2.0,2.333333333333333
2014-03-07,California,Santa Clara,26.0,29.0,0.0,3.0
2014-03-07,California,Solano,23.0,31.0,1.0,7.0
2014-03-08,California,Alameda,27.0,24.0,4.0,10.0
2014-03-08,California,Contra Costa,16.333333333333332,29.33333333333333,1.6666666666666667,5.666666666666667
2014-03-08,California,Fresno,41.0,41.0,0.0,9.0
2014-03-08,California,Humboldt,4.0,30.5,0.0,4.5
2014-03-08,California,Los Angeles,46.25,43.5,4.5,14.0
2014-03-08,California,Orange,39.0,47.0,1.0,5.0
2014-03-08,California,Riverside,25.0,44.0,0.0,4.0
2014-03-08,California,Sacramento,23.0,37.0,1.0,6.0
2014-03-08,California,San Bernardino,13.0,43.5,0.5,2.5
2014-03-08,California,Santa Barbara,6.333333333333333,40.333333333333336,2.333333333333333,2.6666666666666665
2014-03-08,California,Santa Clara,30.0,31.0,0.0,7.0
2014-03-08,California,Solano,25.0,31.0,1.0,9.0
2014-03-09,California,Alameda,28.0,26.0,3.0,7.0
2014-03-09,California,Contra Costa,16.333333333333332,29.0,2.6666666666666665,5.666666666666667
2014-03-09,California,Fresno,33.0,32.0,0.0,13.0
2014-03-09,California,Humboldt,2.5,27.5,0.0,4.5
2014-03-09,California,Los Angeles,37.5,49.75,3.0,9.5
2014-03-09,California,Orange,36.0,50.0,1.0,9.0
2014-03-09,California,Riverside,36.0,58.0,0.0,6.0
2014-03-09,California,Sacramento,18.0,31.0,0.0,7.0
2014-03-09,California,San Bernardino,31.5,47.5,0.5,3.5
2014-03-09,California,Santa Barbara,4.0,44.66666666666666,2.6666666666666665,3.333333333333333
2014-03-09,California,Santa Clara,27.0,40.0,0.0,7.0
2014-03-09,California,Solano,20.0,31.0,1.0,6.0
2014-03-10,California,Alameda,26.0,34.0,0.0,5.0
2014-03-10,California,Contra Costa,12.333333333333334,38.333333333333336,0.6666666666666666,4.666666666666667
2014-03-10,California,Fresno,23.0,36.0,0.0,13.0
2014-03-10,California,Humboldt,2.5,33.5,0.0,5.5
2014-03-10,California,Los Angeles,43.25,37.5,4.75,10.0
2014-03-10,California,Orange,31.0,49.0,1.0,5.0
2014-03-10,California,Riverside,38.0,58.0,1.0,9.0
2014-03-10,California,Sacramento,13.0,41.0,1.0,5.0
2014-03-10,California,San Bernardino,39.0,51.5,2.0,6.0
2014-03-10,California,Santa Barbara,6.333333333333333,38.333333333333336,3.6666666666666665,3.333333333333333
2014-03-10,California,Santa Clara,25.0,34.0,0.0,3.0
2014-03-10,California,Solano,25.0,39.0,0.0,5.0
2014-03-11,California,Alameda,39.0,40.0,1.0,6.0
2014-03-11,California,Contra Costa,7.333333333333333,37.66666666666666,1.0,3.6666666666666665
2014-03-11,California,Fresno,20.0,31.0,0.0,3.0
2014-03-11,California,Humboldt,5.0,35.0,0.0,4.5
2014-03-11,California,Los Angeles,40.0,34.25,1.5,10.5
2014-03-11,California,Orange,34.0,47.0,1.0,7.0
2014-03-11,California,Riverside,31.0,41.0,0.0,9.5
2014-03-11,California,Sacramento,8.0,41.0,0.0,2.0
2014-03-11,California,San Bernardino,34.5,43.0,1.0,8.5
2014-03-11,California,Santa Barbara,9.666666666666666,42.0,2.0,2.0
2014-03-11,California,Santa Clara,13.0,37.0,0.0,2.0
2014-03-11,California,Solano,35.0,40.0,1.0,6.0
2014-03-12,California,Alameda,33.0,36.0,1.0,5.0
2014-03-12,California,Contra Costa,17.666666666666668,36.333333333333336,1.3333333333333333,3.6666666666666665
2014-03-12,California,Fresno,22.0,40.0,0.0,5.0
2014-03-12,California,Humboldt,5.5,35.0,0.5,4.0
2014-03-12,California,Los Angeles,33.5,38.0,0.5,9.0
2014-03-12,California,Orange,21.0,43.0,1.0,2.0
2014-03-12,California,Riverside,22.0,40.0,0.0,4.0
2014-03-12,California,Sacramento,16.0,41.0,0.0,2.0
2014-03-12,California,San Bernardino,25.5,40.5,0.5,7.5
2014-03-12,California,Santa Barbara,5.333333333333333,41.333333333333336,2.6666666666666665,2.333333333333333
2014-03-12,California,Santa Clara,39.0,37.0,1.0,8.0
2014-03-12,California,Solano,27.0,38.0,0.0,5.0
2014-03-13,California,Alameda,34.0,29.0,3.0,9.0
2014-03-13,California,Contra Costa,22.666666666666668,35.0,1.6666666666666667,5.666666666666667
2014-03-13,California,Fresno,37.0,38.0,0.0,6.0
2014-03-13,California,Humboldt,5.0,26.5,0.5,4.5
2014-03-13,California,Los Angeles,30.25,42.25,1.0,4.5
2014-03-13,California,Orange,21.0,46.0,1.0,1.0
2014-03-13,California,Riverside,24.0,44.0,0.0,6.0
2014-03-13,California,Sacramento,28.0,41.0,0.0,3.0
2014-03-13,California,San Bernardino,30.0,42.0,1.5,3.5
2014-03-13,California,Santa Barbara,5.666666666666667,42.66666666666666,2.333333333333333,2.6666666666666665
2014-03-13,California,Santa Clara,31.0,32.0,1.0,8.0
2014-03-13,California,Solano,28.0,35.0,3.0,9.0
2014-03-14,California,Alameda,26.0,30.0,0.0,7.0
2014-03-14,California,Contra Costa,15.0,32.666666666666664,3.333333333333333,4.333333333333333
2014-03-14,California,Fresno,28.0,43.0,0.0,7.0
2014-03-14,California,Humboldt,4.5,27.0,0.5,5.0
2014-03-14,California,Los Angeles,33.25,34.75,1.5,8.25
2014-03-14,California,Orange,35.0,47.0,1.0,5.0
2014-03-14,California,Riverside,25.0,51.0,1.0,8.5
2014-03-14,California,Sacramento,26.0,42.0,0.0,6.0
2014-03-14,California,San Bernardino,36.5,45.0,1.5,5.0
2014-03-14,California,Santa Barbara,3.0,37.333333333333336,2.0,2.333333333333333
2014-03-14,California,Santa Clara,27.0,31.0,0.0,6.0
2014-03-14,California,Solano,18.0,33.0,0.0,3.0
2014-03-15,California,Alameda,25.0,27.0,3.0,13.0
2014-03-15,California,Contra Costa,16.0,36.333333333333336,3.0,5.666666666666667
2014-03-15,California,Fresno,27.0,49.0,0.0,5.0
2014-03-15,California,Humboldt,6.0,26.0,0.0,2.0
2014-03-15,California,Los Angeles,42.75,49.25,2.25,7.75
2014-03-15,California,Orange,26.0,47.0,1.0,3.0
2014-03-15,California,Riverside,37.0,46.0,0.0,8.5
2014-03-15,California,Sacramento,25.0,41.0,0.0,8.0
2014-03-15,California,San Bernardino,35.0,46.5,1.5,4.0
2014-03-15,California,Santa Barbara,4.666666666666667,42.66666666666666,2.0,3.0
2014-03-15,California,Santa Clara,25.0,39.0,0.0,8.0
2014-03-15,California,Solano,21.0,37.0,3.0,7.0
2014-03-16,California,Alameda,22.0,29.0,1.0,9.0
2014-03-16,California,Contra Costa,15.333333333333334,38.0,3.6666666666666665,5.333333333333333
2014-03-16,California,Fresno,26.0,71.0,0.0,7.0
2014-03-16,California,Humboldt,5.0,38.0,0.0,2.0
2014-03-16,California,Los Angeles,43.25,68.75,3.5,12.25
2014-03-16,California,Orange,27.0,84.0,3.0,7.0
2014-03-16,California,Riverside,36.0,71.0,0.0,7.5
2014-03-16,California,Sacramento,11.0,49.0,0.0,5.0
2014-03-16,California,San Bernardino,42.5,55.5,1.0,4.0
2014-03-16,California,Santa Barbara,3.6666666666666665,46.333333333333336,2.0,2.333333333333333
2014-03-16,California,Santa Clara,24.0,33.0,1.0,7.0
2014-03-16,California,Solano,18.0,39.0,1.0,7.0
2014-03-17,California,Alameda,26.0,31.0,0.0,6.0
2014-03-17,California,Contra Costa,10.0,38.66666666666666,0.6666666666666666,3.6666666666666665
2014-03-17,California,Fresno,10.0,39.0,0.0,3.0
2014-03-17,California,Humboldt,2.0,33.0,0.5,5.0
2014-03-17,California,Los Angeles,41.25,37.0,2.0,9.75
2014-03-17,California,Orange,27.0,45.0,1.0,3.0
